record_id,title,authors,year_of_publication,study_type_raw,study_status,publication_type,publication_type_short,confidence_rating,doi,journal_name,url,keywords_string,intervention_ids,intervention_labels,outcome_ids,outcome_labels,evidence_types,cells
33376,The Role of Road Quality Investments on Economic Activity and Welfare: Evidence from Indonesia’s Highways,"Gertler, Paul J.; González-Navarro, Marco; Gracner, Tadeja; Rothenberg, Alexander D.",2014,ier,Protocol/ongoing,Ongoing study,Ongoing study,,NO DOI,not applicable,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-role-of-road-quality-investments-on-economic-activity-and-welfare--evidence-from-indonesia’s-highways/33376,Road Quality|| Indonesian Family Life Survey (IFLS)|| Welfare effect,2163,Highways and national roads,2194;2201;2202;2203;2361,"Land, housing, and rent prices and affordability;Employment access and outcomes;Economic activity;Trade and migration;Household welfare and poverty",Ongoing evaluations,"Highways and national roads | Land, housing, and rent prices and affordability;Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity;Highways and national roads | Trade and migration;Highways and national roads | Household welfare and poverty"
33602,Evaluating the Spatial and Temporal Distribution of Beltway Effects on Housing Prices Using Difference-in-Differences Methods,"Muricho, Geoffrey; Bardaka, Eleni",2022,ier,Completed,Journal article,JOUR,,10.1007/s11116-021-10233-0,TRANSPORTATION,https://link.springer.com/article/10.1007/s11116-021-10233-0,,2163,Highways and national roads,2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Highways and national roads | Land, housing, and rent prices and affordability"
33404,An Empirical Analysis of the Benefits of Opening a Highway in Terms of Changes in Housing Prices,"Kim, Wochul; Hong, Sung",2022,ier,Completed,Journal article,JOUR,,10.3390/su14095527,SUSTAINABILITY,https://www.mdpi.com/2071-1050/14/9/5527,,2163,Highways and national roads,2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Highways and national roads | Land, housing, and rent prices and affordability"
34429,Impact of High-Speed Railway on Gentrification and Regional Inequality in Japan,"Yoo, Sunbin; Kumagai, Junya; Sho, Kojiro; Managi, Shunsuke",2024,ier,Completed,Journal article,JOUR,,10.1016/j.trd.2024.104346,Transportation Research Part D: Transport and Environment,https://www.sciencedirect.com/science/article/pii/S1361920924003031?via%3Dihub,,2163,Highways and national roads,2194;2197;2201;2202,"Land, housing, and rent prices and affordability;Education access and outcomes;Employment access and outcomes;Economic activity",Impact evaluations,"Highways and national roads | Land, housing, and rent prices and affordability;Highways and national roads | Education access and outcomes;Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity"
33877,"Highway Investment in Deindustrialization: A Territorial Analysis of Office Property Transactions in Hong Kong, 2002–2013","Murakami, Jin; He, Yiming",2018,ier,Completed,Journal article,JOUR,,10.1016/j.jtrangeo.2017.12.002,JOURNAL OF TRANSPORT GEOGRAPHY,https://www.sciencedirect.com/science/article/pii/S0966692316306196,,2163,Highways and national roads,2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Highways and national roads | Land, housing, and rent prices and affordability"
34386,Measuring the Impact and Financing of Infrastructure in the Kyrgyz Republic,"Karymshakov, Kamalbek; Sulaimanova, Burulcha",2019,ier,Completed,Published working paper,RPRT,,No DOI,Asian Development Bank (ADB) Economics Working Paper Series,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/measuring-the-impact-and-financing-of-infrastructure-in-the-kyrgyz-republic/34386,Transport Infrastructure|| Kyrgyz Republic|| CAREC corridors,2163,Highways and national roads,2180;2202;2361,Other transport infrastructure access and use;Economic activity;Household welfare and poverty,Impact evaluations,Highways and national roads | Other transport infrastructure access and use;Highways and national roads | Economic activity;Highways and national roads | Household welfare and poverty
33543,The Effects of Highways on School Segregation,"Heidt, Philip; Kasim, Taha",2020,ier,Completed,Journal article,JOUR,,10.1111/pirs.12535,PAPERS IN REGIONAL SCIENCE,https://www.sciencedirect.com/science/article/pii/S1056819023011156,,2163,Highways and national roads,2195;2199,Goods and services prices and inflation;Inequality and segregation,Impact evaluations,Highways and national roads | Goods and services prices and inflation;Highways and national roads | Inequality and segregation
33366,"Highways, Market Access and Spatial Sorting","Fretz, Stephan; Parchet, Raphaël; Robert-Nicoud, Fréderic",2022,ier,Completed,Journal article,JOUR,,10.1093/ej/ueab070,ECONOMIC JOURNAL,https://academic.oup.com/ej/article-abstract/132/643/1011/6369349,,2163,Highways and national roads,2195;2199;2201,Goods and services prices and inflation;Inequality and segregation;Employment access and outcomes,Impact evaluations,Highways and national roads | Goods and services prices and inflation;Highways and national roads | Inequality and segregation;Highways and national roads | Employment access and outcomes
15736,Transport Infrastructure and Agricultural Markets: Evidence From India's NS-EW Highway,"Paul, Healy",2018,ier,Completed,Published report,RPRT,,No Doi,Other,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/transport-infrastructure-and-agricultural-markets--evidence-from-india-s-ns-ew-highway/15736,India|| Agriculture|| Infrastructure|| Transport,2163,Highways and national roads,2195,Goods and services prices and inflation,Impact evaluations,Highways and national roads | Goods and services prices and inflation
33824,The Impact of Infrastructure Investments on Income Inequality: Evidence From US States,"Hooper, Emma; Peters, Sanhay; Pintus, Patrick",2021,ier,Completed,Journal article,JOUR,,10.1111/ecot.12266,ECONOMICS OF TRANSITION AND INSTITUTIONAL CHANGE,https://shs.hal.science/halshs-02736095v2/document,,2163,Highways and national roads,2195;2199,Goods and services prices and inflation;Inequality and segregation,Impact evaluations,Highways and national roads | Goods and services prices and inflation;Highways and national roads | Inequality and segregation
33429,Infrastructure and Inclusive Growth in Sub-Saharan Africa: An Empirical Analysis,"Mutiiria, Onesmus Mbaabu; Ju, Qingjiang; Dumor, Koffi",2020,ier,Completed,Journal article,JOUR,,10.1177/1464993420927507,Progress in Development Studies,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/infrastructure-and-inclusive-growth-in-sub-saharan-africa--an-empirical-analysis/33429,infrastructure|| Inclusive Growth|| Income Inequality|| Income Distribution|| Sub-Saharan Africa,2163,Highways and national roads,2195;2199;2202,Goods and services prices and inflation;Inequality and segregation;Economic activity,Impact evaluations,Highways and national roads | Goods and services prices and inflation;Highways and national roads | Inequality and segregation;Highways and national roads | Economic activity
33595,When Work Moves: Job Suburbanization and Black Employment,"Miller, Conrad",2023,ier,Completed,Journal article,JOUR,,10.1162/rest_a_01174,The Review of Economics and Statistics,https://direct.mit.edu/rest/article-abstract/105/5/1055/109914/When-Work-Moves-Job-Suburbanization-and-Black?redirectedFrom=fulltext,,2163,Highways and national roads,2195;2199;2201,Goods and services prices and inflation;Inequality and segregation;Employment access and outcomes,Impact evaluations,Highways and national roads | Goods and services prices and inflation;Highways and national roads | Inequality and segregation;Highways and national roads | Employment access and outcomes
33547,Roadway Construction as a Natural Experiment to Examine Air Pollution Impacts on Infant Health,"Hill, Elaine; Harlem, Max; Harris, Lena; Sventek, Grace; Ritz, Beate; Campbell, Erin; Willis, Mary; Hystad, Perry",2024,ier,Completed,Journal article,JOUR,,10.1016/j.envres.2024.118788,ENVIRONMENTAL RESEARCH,https://www.sciencedirect.com/science/article/pii/S0013935124006923,,2163,Highways and national roads,2196,Health access and outcomes,Impact evaluations,Highways and national roads | Health access and outcomes
33477,A Dose-Response Model of Road Development and Child Nutrition in Nepal,"Thapa, Ganesh; Shively, Gerald",2018,ier,Completed,Journal article,JOUR,,10.1016/j.retrec.2018.11.002,Research in Transportation Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/a-dose-response-model-of-road-development-and-child-nutrition-in-nepal/33477,nutrition.|| Height-for-age z score|| Weight-For-Age Z Score (WAZ)|| Roads|| dose-response|| Transportation|| Nepal,2163,Highways and national roads,2196,Health access and outcomes,Impact evaluations,Highways and national roads | Health access and outcomes
33860,The Road to Crime: An Unintended Consequence of the Interstate Highway System,"Calamunci, Francesca; Lonsky, Jakub",2024,ier,Completed,Journal article,JOUR,,10.1093/ej/ueae068,ECONOMIC JOURNAL,https://academic.oup.com/ej/article/135/667/748/7718798,,2163,Highways and national roads,2200;2201;2202;2361,Crime and citizen security;Employment access and outcomes;Economic activity;Household welfare and poverty,Impact evaluations,Highways and national roads | Crime and citizen security;Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity;Highways and national roads | Household welfare and poverty
33883,Estimating safety benefits of shoulder rumble strips on two-lane rural highways in Minnesota - Empirical Bayes observational before-and-after study,"Patel, Rushi; Council, Forrest; Griffith, Michael",2007,ier,Completed,Journal article,JOUR,,10.3141/2019-24,TRANSPORTATION RESEARCH RECORD,https://journals.sagepub.com/doi/10.3141/2019-24,,2163,Highways and national roads,2200,Crime and citizen security,Impact evaluations,Highways and national roads | Crime and citizen security
26296,The Babeldaob Road: The Impact of Road Construction on Rural Labor Force Outcomes in the Republic of Palau,"Akee, Randall",2006,ier,Completed,Published working paper,RPRT,,,IZA Discussion Papers,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-babeldaob-road--the-impact-of-road-construction-on-rural-labor-force-outcomes-in-the-republic-of-palau/26296,Infrastructue Projects|| ECONOMIC development|| Rural labor,2163,Highways and national roads,2201;2361,Employment access and outcomes;Household welfare and poverty,Impact evaluations,Highways and national roads | Employment access and outcomes;Highways and national roads | Household welfare and poverty
33485,The Wider Local Impacts of New Roads: A Case Study of 10 Projects,"Welde, Morten; Tveter, Eivind",2022,ier,Completed,Journal article,JOUR,,10.1016/j.tranpol.2021.11.012,TRANSPORT POLICY,https://www.sciencedirect.com/science/article/pii/S0967070X21003334?via%3Dihub,,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
33460,"Motorways, local economic activity and commuting","Rocha, Bruno; Melo, Patricia C.; Afonso, Nuno; de Abreu e Silva, Joao",2024,ier,Completed,Journal article,JOUR,,10.1080/00343404.2023.2187768,REGIONAL STUDIES,https://www.tandfonline.com/doi/full/10.1080/00343404.2023.2187768,,2163,Highways and national roads,2201;2202,Employment access and outcomes;Economic activity,Impact evaluations,Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity
33367,New Highways and Land Use Change: Results From a Quasi-Experimental Research Design,"Funderburg, Richard G.; Nixon, Hillary; Boarnet, Marlon G.; Ferguson, Gavin",2010,ier,Completed,Journal article,JOUR,,10.1016/j.tra.2009.11.003,Transportation Research Part A: Policy and Practice,https://www.sciencedirect.com/science/article/pii/S0965856409001232,,2163,Highways and national roads,2201;2202,Employment access and outcomes;Economic activity,Impact evaluations,Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity
33286,"Changes in Transportation Infrastructure and Commuting Patterns in US Metropolitan Areas, 1960-2000","Baum-Snow, Nathaniel",2010,ier,Completed,Journal article,JOUR,,10.1257/aer.100.2.378,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.100.2.378,,2163,Highways and national roads,2201;2203,Employment access and outcomes;Trade and migration,Impact evaluations,Highways and national roads | Employment access and outcomes;Highways and national roads | Trade and migration
34518,Urban Growth and Transportation,"Duranton, Gilles; Turner, Matthew A.",2012,ier,Completed,Journal article,JOUR,,10.1093/restud/rds010,REVIEW OF ECONOMIC STUDIES,https://www.jstor.org/stable/23355076,,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
34451,New Road Infrastructure: The Effects on Firms,"Gibbons, Stephen; Lyytikäinen, Teemu; Overman. Henry G.; Sanchis-Guarner, Rosa",2019,ier,Completed,Journal article,JOUR,,10.1016/j.jue.2019.01.002,Journal of Urban Economics,https://doi.org/10.1016/j.jue.2019.01.002,,2163,Highways and national roads,2201;2202,Employment access and outcomes;Economic activity,Impact evaluations,Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity
30086,Essays on Health and Development Economics: chapter 3,"Mongoue, Bluette Arcady",2023,ier,Completed,Thesis,Thesis,,No DOI,Other,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/essays-on-health-and-development-economics--chapter-3/30086,internet|| Roads|| Maternal Employment|| Sub-Saharan Africa,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
33329,"A Freeway to Prosperity? Evidence from Calabria, South of Italy","Ciani, Emanuele; de Blasio, Guido; Poy, Samuele",2022,ier,Completed,Journal article,JOUR,,10.1016/j.ecotra.2022.100250,ECONOMICS OF TRANSPORTATION,https://www.sciencedirect.com/science/article/pii/S2212012222000016?casa_token=t4Ye51T3HZcAAAAA:90MA0Phkult2XJDnKfVeyOykcSm2wT7cPFjwUa6j7Z6dPAQx5j1YhzXXbfxHnqkf1RrwHeHHIc0,,2163,Highways and national roads,2201;2202,Employment access and outcomes;Economic activity,Impact evaluations,Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity
28421,Nobody's Gonna Slow Me Down? The Effects of a Transportation Cost Shock on Firm Performance and Behavior,"Branco, Catarina; Dohse, Dirk C.; Dos Santos, João Pereira; Tavares, José",2023,ier,Completed,Journal article,JOUR,,10.1016/j.jue.2023.103569,Journal of Urban Economics,https://www.sciencedirect.com/science/article/pii/S0094119023000384,,2163,Highways and national roads,2201;2202,Employment access and outcomes;Economic activity,Impact evaluations,Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity
33647,Who Benefits More? The Heterogeneous Impact of Highways on Employment Growth,"Terry, Ryan; Yasar, Mahmut; Li, Jianling",2021,ier,Completed,Journal article,JOUR,,10.1080/03081060.2021.1956810,TRANSPORTATION PLANNING AND TECHNOLOGY,https://www.tandfonline.com/doi/full/10.1080/03081060.2021.1956810?casa_token=WdbRXyx_P18AAAAA%3AYTPxISVCQd41WIYkXDzjoK76x23CTPKwfx0-BCPD5_RdZijy1hte9GoUFGNfc454BsSRWCYc3cqjsQ,,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
33874,Autobahns and Jobs: A Regional Study Using Historical Instrumental Variables,"Moeller, Joachim; Zierer, Marcus",2018,ier,Completed,Journal article,JOUR,,10.1016/j.jue.2017.10.002,JOURNAL OF URBAN ECONOMICS,https://www.sciencedirect.com/science/article/pii/S0094119017300815,,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
34397,National Highways and Female Labor Force Participation,"Gupta, Saurabh",2022,ier,Completed,Thesis,Thesis,,NO DOI,the University of Oregon,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/national-highways-and-female-labor-force-participation/34397,female labor force participation (FLFP)|| Rural India|| Golden Quadrilateral,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
33826,Highway Infrastructure and State-Level Employment: A Causal Spatial Analysis,"Jiwattanakulpaisarn, Piyapong; Noland, Robert; Graham, Daniel; Polak, John",2009,ier,Completed,Journal article,JOUR,,10.1111/j.1435-5957.2008.00205.x,PAPERS IN REGIONAL SCIENCE,https://www.sciencedirect.com/science/article/pii/S1056819023014409,,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
34376,Infrastructure Investment and Labor Monopsony Power,"Brooks, Wyatt; Kaboski, Joseph P.; Kondo, Illenin O.; Li, Yao; Qian, Weijin",2021,ier,Completed,Published working paper,RPRT,,10.1057/s41308-021-00144-6,IMF ECONOMIC REVIEW,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/infrastructure-investment-and-labor-monopsony-power/34376,India|| Highways|| Golden Quadrilateral|| Firms,2163,Highways and national roads,2201;2202,Employment access and outcomes;Economic activity,Impact evaluations,Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity
33641,The Impact of Road Connection on Employment and Education in Northern Canada,"Stringer, Thomas; Joanis, Marcelin",2022,ier,Completed,Journal article,JOUR,,10.7202/1094687ar,Canadian Journal of Regional Science,https://www.erudit.org/en/journals/cjrs/2022-v45-n3-cjrs07537/1094687ar/abstract/,,2163,Highways and national roads,2201;2202,Employment access and outcomes;Economic activity,Impact evaluations,Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity
33833,Can National Infrastructure Spending Reduce Local Unemployment? Evidence from an Australian Roads Program,"Leigh, Andrew; Neill, Christine",2011,ier,Completed,Journal article,JOUR,,10.1016/j.econlet.2011.05.037,Economics Letters,https://www.sciencedirect.com/science/article/abs/pii/S016517651100214X,,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
33834,The Impact of Governmental Highway Investments on Local Economic Outcome in the Post-Highway Era,"Li, Jianling; Whitaker, Elizabeth",2018,ier,Completed,Journal article,JOUR,,10.1016/j.tra.2018.04.023,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,https://www.sciencedirect.com/science/article/abs/pii/S0965856416307625,,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
18652,Can Highway Development Promote Employment Growth in India?,"Chakrabarti, Sandip",2018,ier,Completed,Journal article,JOUR,,10.1016/j.tranpol.2018.05.009,Transport Policy,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/can-highway-development-promote-employment-growth-in-india-/18652,Economic development|| Transportation|| Employment growth|| Highway development|| Transport policy,2163,Highways and national roads,2201,Employment access and outcomes,Impact evaluations,Highways and national roads | Employment access and outcomes
33530,Suburbanization and Highways in Spain When the Romans and the Bourbons Still Shape Its Cities,"Garcia-Lopez, Miquel Ángel; Holl, Adelheid; Viladecans-Marsal, Elisabet",2015,ier,Completed,Journal article,JOUR,,10.1016/j.jue.2014.11.002,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119014000953?via%3Dihub#bfn2,,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
34521,Roads and Innovation,"Agrawal, Ajay; Galasso, Alberto; Oettl, Alexander",2017,ier,Completed,Journal article,JOUR,,10.1162/REST_a_00619,REVIEW OF ECONOMICS AND STATISTICS,https://direct.mit.edu/rest/article-abstract/99/3/417/58443/Roads-and-Innovation?redirectedFrom=fulltext,,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
34477,"Highways, Local Economic Structure and Urban Development","Percoco, Marco",2016,ier,Completed,Journal article,JOUR,,10.1093/jeg/lbv031,Journal of Economic Geography,https://academic.oup.com/joeg/article-abstract/16/5/1035/2412491,,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
34391,Evaluating Transport Infrastructure Projects in Low Data Environments: An Application to Nigeria,"Russ, Jason; Berg, Claudia N.; Damania, Richard; Barra, Federico; Ali, Rubaba; Nash, John",2018,ier,Completed,Journal article,JOUR,,,,https://www.tandfonline.com/doi/full/10.1080/00220388.2017.1308488?casa_token=omqFahMRVJgAAAAA%3ABnHhtsYQdwkjCSMy4EqFfYZXktcmWL26w--pT2rvy8DKo-NQfs98kH6Q8P5gyNi0eIdFlQjSrwhL7Q,,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
34416,Highways and firm performance in the logistics industry,"Holl, Adelheid; Mariotti, Ilaria",2018,ier,Completed,Journal article,JOUR,,,,https://www.sciencedirect.com/science/article/pii/S0966692318300851?casa_token=qXvt45Syxc0AAAAA:30CjKT3TebAE9rYersQ23KoWYuEReQjLczp9bYQGkGy-C1eer3z5E1KsdFdFqRu-tClcTdH1wqk,,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33868,Colonial Roads and Regional Inequality,"Marein, Brian",2022,ier,Completed,Thesis,Thesis,,10.1016/j.jue.2022.103492,JOURNAL OF URBAN ECONOMICS,https://www.sciencedirect.com/science/article/abs/pii/S0094119022000699?via%3Dihub,,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
6502,The Impact Of Improved Highways On Indian Firms,"Datta, Saugato",2012,ier,Completed,Journal article,JOUR,,10.1016/j.jdeveco.2011.08.005,Journal of Development Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-impact-of-improved-highways-on-indian-firms/6502,Infrastructure|| Highways|| Firms|| Inventory Management|| Supplier Relationships|| Enterprises|| Roads,2163,Highways and national roads,2202;2203,Economic activity;Trade and migration,Impact evaluations,Highways and national roads | Economic activity;Highways and national roads | Trade and migration
34390,Impacto de la Infraestructura Vial Sobre el Crecimiento Económico Utilizando Imágenes Satelitales,Unidad de Análisis de Políticas Sociales y Económicas,2020,ier,Completed,Published report,RPRT,,No DOI,not applicable,https://scioteca.caf.com/handle/123456789/1670,,2163,Highways and national roads,2202;2204,Economic activity;Agricultural outcomes,Impact evaluations,Highways and national roads | Economic activity;Highways and national roads | Agricultural outcomes
33334,"Roads, Internal Migration and the Spatial Sorting of US High-Skill Workers","Cucu, Florin",2025,ier,Completed,Journal article,JOUR,,10.1016/j.jue.2024.103735,JOURNAL OF URBAN ECONOMICS,https://www.sciencedirect.com/science/article/pii/S0094119024001050?casa_token=mLhqTVeEnPEAAAAA:ybHkjI2ADXzZRgrsx-vfJrFZB1yU-oPSFzmfGcnVOnaWNmvwGO8uuFPGyBlAJ7ga5pPU5v-j-qw,,2163,Highways and national roads,2202;2203,Economic activity;Trade and migration,Impact evaluations,Highways and national roads | Economic activity;Highways and national roads | Trade and migration
33545,"National Transportation Networks, Market Access, and Regional Economic Growth","Herzog, Ian",2021,ier,Completed,Journal article,JOUR,,10.1016/j.jue.2020.103316,JOURNAL OF URBAN ECONOMICS,https://www.sciencedirect.com/science/article/pii/S0094119020300875?casa_token=J8Z5rCeBKa4AAAAA:4pRLZa0ZaksbdfVM2Ii2PmVVBh12MqwW6D4K3O-ClwWib7lSXOkQvyprPWvVsXxcqa_mkaw0i_I,,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33391,Highways and Productivity in Manufacturing Firms,"Holl, Adelheid",2016,ier,Completed,Journal article,JOUR,,https://www.sciencedirect.com/science/article/abs/pii/S0094119016300031,Journal of Urban Economics,https://www.sciencedirect.com/science/article/pii/S0094119016300031?casa_token=ICePhlo45okAAAAA:Dswb5f_DHgQYHd21Bn1U7Jxqp6JyV40NqB5SUcpsziNTe_3rpIC0HSAPdABqnsCQ_EwxMgcq-FQ,,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
34488,HUELLA Measuring the Impact of Development Projects,"Ruiz Arranz, Martha; Martin, Lucía; Lotti, Giulia; Bolaños, Francisco",2025,ier,Completed,Published report,RPRT,,NO DOI,Inter-American Development Bank (IDB),https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/huella-measuring-the-impact-of-development-projects/34488,impact assessment|| Development projects|| Satellite imagery|| environmental impact|| Economic Growth|| portfolio analysis|| Mexico|| Costa Rica|| Inter-American Development Bank,2163;2166,Highways and national roads;Bridges,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity;Bridges | Economic activity
34467,Highway to Success: The Impact of the Golden Quadrilateral Project for the Location and Performance of Indian Manufacturing,"Ghani, Ejaz; Goswami, Arti; Kerr, William R.",2016,ier,Completed,Journal article,JOUR,,10.1111/ecoj.12207,The Economic Journal,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/highway-to-success--the-impact-of-the-golden-quadrilateral-project-for-the-location-and-performance-of-indian-manufacturing/34467,Highways|| India|| Manufacturing industry|| Golden Quadrilateral,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
34462,The Brasilia Experiment: The Heterogeneous Impact of Road Access on Spatial Development in Brazil,"Bird, Julia; Straub, Stephane",2020,ier,Completed,Journal article,JOUR,,10.1016/j.worlddev.2019.104739,World Development,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-brasilia-experiment--the-heterogeneous-impact-of-road-access-on-spatial-development-in-brazil/34462,infrastructure|| Roads|| Agglomeration|| Brazil|| Growth population|| Economic growth,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33676,Infrastructure and Manufacturing in Sub-Saharan Africa: An Empirical Analysis Using Dynamic Panel Data Models,"Yemba, Bovick Wandja; Ribeiro, Rafael Saulo Marques; Medeiros, Victor",2020,ier,Completed,Journal article,JOUR,,10.13133/2037-3643_73.294_4,PSL QUARTERLY REVIEW,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/infrastructure-and-manufacturing-in-sub-saharan-africa--an-empirical-analysis-using-dynamic-panel-data-models/33676,Transport Infrastructure|| Productivity|| manufacturing,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33636,Road Infrastructure and Enterprise Dynamics in Ethiopia,"Shiferaw, Admasu; Söderbom, Måns; Siba, Eyerusalem; Alemu, Getnet",2015,ier,Completed,Journal article,JOUR,,10.1080/00220388.2015.1056785,JOURNAL OF DEVELOPMENT STUDIES,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/road-infrastructure-and-enterprise-dynamics-in-ethiopia/33636,Road Infrastructure|| Firm Entry|| Location choice|| startup-size,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33596,Bright Investments: Measuring the Impact of Transport Infrastructure Using Luminosity Data in Haiti,"Mitnik, Oscar A.; Sanchez, Raul; Yañez-Pagans, Patricia",2018,ier,Completed,Published working paper,RPRT,,10.18235/0001474,Inter-American Development Bank (IDB),https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/bright-investments--measuring-the-impact-of-transport-infrastructure-using-luminosity-data-in-haiti/33596,Haiti|| Night-time lights (NTL)|| Roads|| Transport Infrastructure|| Economic growth,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33555,The Average and Heterogeneous Effects of Transportation Investments: Evidence from Sub-Saharan Africa 1960-2010,"Jedwab, Rémi; Storeygard, Adam",2022,ier,Completed,Journal article,JOUR,,10.1093/jeea/jvab027,Journal of the European Economic Association,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-average-and-heterogeneous-effects-of-transportation-investments--evidence-from-sub-saharan-africa-1960-2010/33555,Economic integration|| Rural Roads|| Economic Activity,2163,Highways and national roads,2202;2203,Economic activity;Trade and migration,Impact evaluations,Highways and national roads | Economic activity;Highways and national roads | Trade and migration
33492,The 'Highway Effect' on Public Finance: Case of the Star Highway in the Philippines,"Yoshino, Naoyuki; Pontines, Victor",2015,ier,Completed,Published working paper,RPRT,,10.2139/ssrn.2697322,ADBI Working Paper,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the--highway-effect--on-public-finance--case-of-the-star-highway-in-the-philippines/33492,Highways|| STAR highway|| Public Finance|| Philippines,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33471,The Effects of Transport Infrastructure on India’s Urban and Rural Development,"Alder, Simon; Roberts, Mark; Tewari, Meenu",2018,ier,Completed,,,,999,Not specified,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effects-of-transport-infrastructure-on-india’s-urban-and-rural-development/33471,India|| Spatial Development|| Urbanization|| infrastructure|| market access environment,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33470,The Impact of Ethiopia’s Road Investment Program on Economic Development and Land Use,"Alder, Simon; Croke, Kevin; Duhaut, Alice; Marty, Robert; Vaisey, Ariana",2022,ier,Completed,Published report,RPRT,,10.1596/1813-9450-10000,"World Bank Group, Development Research Group Impact Evaluation Team",https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-impact-of-ethiopia’s-road-investment-program-on-economic-development-and-land-use/33470,ETHIOPIA|| RSDP|| Road network|| Economic Activity,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
